name,ID,SEX,ALIVE,COMPANY,ALIGN
Brute IV (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Isidoro Scarlotti (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Running Moose (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Chair (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Dark Druid (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Erwin Rommel (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Organ Grinder (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Enyo (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Mary Varnheim (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Kaa (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Eduardo Reyes (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Bixby Rhodes (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Clive (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Miranda (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Sandu (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lippy Louie (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Napoleon Robberson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Paxton Page (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Figment (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Id (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Enaros (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Korrigan (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Anton Schott (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Gigantus (Aquatic Monster) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Diablo (Monster) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Zone Child (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Simon Williams (Skrull) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Vision (Skrull) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Macro (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Manhunter Lud (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Evolutionary (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Carolina Washington (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Brady Briedel (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bottom Feeder (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Warhead (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Uthana Thoth (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Micro (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Mircea (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Thor Odinson (Skrull) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Loca (Inferno Baby) (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Uriah (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Warbox (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Badlands (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Anti-Priest (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ohyaku (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Gabriel Santo (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Dregz (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Death Reaper (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Jaime Slade (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Tiger Shark (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
William II (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Pilai (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Outcast (Lilin) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Agent of 1000 Faces (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ducalon (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Spike II (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Lomen (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Malia (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
William Nowlan (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Charles Last (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Roland Rayburn (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Spyder (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kevin Brackett (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rich van Burian (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Sebastian Rothschild (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Narok (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Imhotep (Demon) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Wrangler (Laralie) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Blank (Clyde) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hubert Carpenter (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Pisces (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Cancer (LMD) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Aftermath (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Jakal (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Manslaughter Marsdale (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Christina Chiles (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Molyb (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Orson Kasloff (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Thomas Dawson (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Black Abbott (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Doctor Dredd (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Sebastian Patane (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Roy McVey (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Donald Birch (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Manuel Carlito (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Adria (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Edward English (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Elijah (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Tangle (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Hyppokri (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Viktor Burgos (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Ace of Clubs III (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Phaeder (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Ramona Starr (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Unnthinnk (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ace of Diamonds II (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Ace of Hearts II (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Ranark (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Zedrao (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Black Lotus (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Puishannt (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Chao Sima (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Big Game (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Tutinax (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Veda (Corporation) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Virgo (LMD) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Denton Phelps (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Deadcoil (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Lewis Bayard (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Horigal (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Billy Kitson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bitmap (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Megataur (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sam Yurimoto (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sammael (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Blythe Bonner (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Skulveig (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Skitter (Lilin) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Matthew Harsh (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mindancer (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Lyle Byrnes (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Lurlan Dupo (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Marcus Grantby-Fox (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Monstrosity (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tetsujiro Yoneda (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Zachary Zor (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Ramulus (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Mister Keeper (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Harold Marks (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Knodar (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Glagg (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Girth (Lilin) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Death Man (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Giant of the Storm (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Wise Owl (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Georgi Luchkov (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gina Palumbo (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Mordechai Kovax (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Phillip Parsons (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Nautak (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Otto Netz (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Anann (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Robert Brasman (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Pluto (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Guy Dax (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Jenna Duffy (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
John Denetto (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Rigor Mortis (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jack Chifford (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Crazy Quilt II (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Batzarro (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Raksasa (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Khimaera (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Bad Characters
John Cassidy (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Gonzo the Mechanical Bastard (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Geiger (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Percy van Norton (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Over-Knight (Chess Set) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Buddy Pierce (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Bigfoot (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Osaku (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Deborah Morgna (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Mister Magic (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Nick Malloy (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kiriazis (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Garrg (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Succubus (Nightmare) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Christopher Pike (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Foam (Emil) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Byth Rok (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Blacksnake (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Ronald Sweet (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Gene Hoffman (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Max Pressman (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Erik Saltz (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kamal el Alaoui (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Chimera (Femizons) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Josephine Pulaski (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Harper (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Nikolai Vronsky (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Cassandra Romulus (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Editor (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Vice (Power Tools) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Spook (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Spider-Man (Peter Parker),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Captain America (Steven Rogers),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Batman (Bruce Wayne),Secret Identity,Male Characters,Living Characters,DC,Good Characters
"Wolverine (James \""Logan\"" Howlett)",Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
"Iron Man (Anthony \""Tony\"" Stark)",Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Superman (Clark Kent),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Benjamin Grimm (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Reed Richards (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Hulk (Robert Bruce Banner),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Scott Summers (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Jonathan Storm (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Henry McCoy (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Susan Storm (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Green Lantern (Hal Jordan),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Ororo Munroe (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Clinton Barton (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Matthew Murdock (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
James Gordon (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Stephen Strange (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Robert Drake (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Richard Grayson (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Henry Pym (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Charles Xavier (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Wonder Woman (Diana Prince),Public Identity,Female Characters,Living Characters,DC,Good Characters
Warren Worthington III (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Piotr Rasputin (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Wanda Maximoff (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Aquaman (Arthur Curry),Public Identity,Male Characters,Living Characters,DC,Good Characters
Janet van Dyne (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Jean Grey (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Timothy Drake (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Dinah Laurel Lance (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Natalia Romanova (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Kurt Wagner (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Flash (Barry Allen),Secret Identity,Male Characters,Living Characters,DC,Good Characters
GenderTest,Secret Identity,Female Characters,Living Characters,DC,Good Characters
Vision (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Alan Scott (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Barbara Gordon (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Jason Garrick (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Lois Lane (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Alfred Pennyworth (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Katherine Pryde (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Jennifer Walters (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Carol Danvers (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Emma Frost (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Frank Castle (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Rogue (Anna Marie) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Carter Hall (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Pietro Maximoff (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Victor von Doom (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kyle Rayner (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Max Eisenhardt (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Elizabeth Braddock (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Raymond Palmer (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Norrin Radd (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Norman Osborn (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eugene Thompson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Simon Williams (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Alexander Luthor (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Samuel Guthrie (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Roy Harper (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
James Buchanan Barnes (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Remy LeBeau (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Kara Zor-L (Earth-Two),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Daniel Rand (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Nathan Summers (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Garfield Logan (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Guy Gardner (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Richard Jones (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Victor Stone (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Kon-El (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Alexander Summers (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
James Olsen (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Patricia Walker (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
John Stewart (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Human Torch (Android) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Brian Braddock (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Otto Octavius (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
James Rhodes (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Joker (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Timothy Dugan (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Crystalia Amaquelin (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Samuel Wilson (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Wilson Fisk (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Odin Borson (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Deadpool (Wade Wilson),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Franklin Rock (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Garth (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Dane Whitman (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Jessica Drew (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Roberto da Costa (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Rahne Sinclair (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Elizabeth Ross (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Zatanna Zatara (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Lorna Dane (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Michael Jon Carter (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Johnathon Blaze (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Cassandra Sandsmark (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Kent Nelson (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Red Hulk (Thaddeus Ross),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Harvey Bullock (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Jubilation Lee (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Volstagg (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Balder Odinson (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Rachel Roth (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Helena Bertinelli (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Wesley Dodds (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Galactus (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Uxas (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Danielle Moonstar (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Marc Spector (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Nathaniel Adam (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Ronald Raymond (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Sabretooth (Victor Creed),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Medusalith Amaquelin (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Illyana Rasputina (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Johann Shmidt (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Fandral (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Red Tornado (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Sean Cassidy (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Thomas Raymond (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Uatu (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Richard Rider (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Raven Darkholme (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Hogun (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
John Constantine (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Albert Pratt (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Barbara Morse (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Brunnhilde (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Theodore Knight (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Good Characters
Lobo (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Alison Blaire (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
John Walker (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
John Henry Irons (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Jefferson Pierce (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Greer Grant (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Karla Sofen (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
